,Dataset,Start age,End age,sex,tissue,subtissue,cell_ontology_class,Gene,dExpression,Expression at start age,Expression at end age,Max expression std. dev,Confidence (p-value)
1118,droplet,3m,18m,female,Marrow,nan,granulocyte,Psme3,2.686897039413452,0.00013459144975058734,5.009177766623907e-05,0.00024122929607983679,3.4190022127041026e-09
1119,droplet,3m,18m,male,Kidney,nan,B cell,Rps12,2.686427354812622,0.00189197959844023,0.00508266594260931,0.0018950275843963027,3.3694488285276565e-11
1120,droplet,3m,18m,female,Marrow,nan,hematopoietic precursor cell,Rpl34-ps1,2.685337543487549,6.221663352334872e-05,0.00016707266331650317,0.00017147594189736992,1.781803461838643e-10
1121,droplet,3m,18m,female,Spleen,nan,T cell,1190002H23Rik,2.6788065433502197,0.00013163981202524155,4.914121745969169e-05,0.0002530406345613301,1.5036516958648097e-11
1122,droplet,3m,18m,male,Kidney,nan,kidney proximal convoluted tubule epithelial cell,Gsta2,2.677032709121704,0.0008433652110397816,0.00031503732316195965,0.0006410491187125444,7.079232242100167e-13
1123,droplet,3m,18m,female,Marrow,nan,granulocyte,Pdia3,2.674931526184082,4.3032836401835084e-05,0.00011510989133967087,0.00016605391283519566,7.343916484546168e-13
1124,droplet,3m,18m,female,Spleen,nan,T cell,Tnfaip8,2.673201560974121,7.934103632578626e-05,0.0002120945864589885,0.00028719549300149083,1.9155026499910396e-20
1125,droplet,3m,18m,female,Mammary_Gland,nan,T cell,Klrd1,2.6725387573242188,6.18469130131416e-05,0.00016528827836737037,0.00030347195570357144,8.27450339494192e-08
1126,droplet,3m,18m,female,Marrow,nan,naive T cell,Prrc2c,2.671515941619873,9.056770795723423e-05,3.390124038560316e-05,6.28159468760714e-05,3.2451532754104143e-13
1127,droplet,3m,18m,female,Mammary_Gland,nan,luminal epithelial cell of mammary gland,Rnf103,2.6707820892333984,1.619785325601697e-05,4.326094131101854e-05,8.130465721478686e-05,2.0274281198233104e-11
1128,droplet,3m,18m,female,Marrow,nan,granulocytopoietic cell,Tpr,2.67014217376709,0.0002810375008266419,0.00010525188554311171,0.00022604819969274104,3.3257615890505195e-65
1129,droplet,3m,18m,female,Mammary_Gland,nan,luminal epithelial cell of mammary gland,Dhrs3,2.6695830821990967,2.9767777959932573e-05,7.94675579527393e-05,0.0001388416567351669,2.0021107112593797e-13
1130,droplet,3m,18m,female,Mammary_Gland,nan,B cell,Ms4a4c,2.667827606201172,0.00020767920068465173,7.784581248415634e-05,0.00030633440474048257,6.5243078225157465e-12
1131,droplet,3m,18m,female,Spleen,nan,T cell,Ptpn1,2.667208433151245,9.155990846920758e-05,0.0002442093682475388,0.00031505691003985703,5.181411268135689e-23
1132,droplet,3m,18m,female,Marrow,nan,macrophage,Ier2,2.6670467853546143,0.00032119781826622784,0.00012043201422784477,0.0002091989736072719,4.796022112130609e-14
1133,droplet,3m,18m,female,Mammary_Gland,nan,T cell,Hsp90aa1,2.665905237197876,0.000906464527361095,0.00034002127358689904,0.0013785433256998658,1.9205641206412747e-48
1134,droplet,3m,18m,female,Mammary_Gland,nan,luminal epithelial cell of mammary gland,Selm,2.6612203121185303,1.5378045645775273e-05,4.092437302460894e-05,9.69766842899844e-05,4.538727105812396e-06
1135,droplet,3m,18m,female,Marrow,nan,granulocytopoietic cell,Myst3,2.6608405113220215,3.7581685319310054e-05,1.4123988876235671e-05,7.585098501294851e-05,2.507265069993056e-06
1136,droplet,3m,18m,female,Mammary_Gland,nan,T cell,Cdk4,2.6596598625183105,4.916663237963803e-05,0.0001307665224885568,0.00019919491023756564,1.6115865374877278e-12
1137,droplet,3m,18m,female,Marrow,nan,promonocyte,Rps28,2.659592628479004,0.0020793802104890347,0.005530304275453091,0.0013364648912101984,0.0
1138,droplet,3m,18m,female,Spleen,nan,T cell,Lrp10,2.659449815750122,6.556330481544137e-05,0.00017436231428291649,0.0002278133761137724,9.632811018032039e-21
1139,droplet,3m,18m,female,Spleen,nan,T cell,Sdf4,2.656224250793457,0.00018100532179232687,0.00048079073894768953,0.0006987653323449194,7.551591310675834e-19
1140,droplet,3m,18m,female,Marrow,nan,granulocytopoietic cell,Pcm1,2.6557223796844482,7.789118535583839e-05,2.932956522272434e-05,0.00011573605297598988,1.4060908634520105e-15
1141,droplet,3m,18m,female,Marrow,nan,granulocyte,Nt5c3,2.6551713943481445,0.00035784428473562,0.00013477257743943483,0.0006524409982375801,1.8873918639781625e-08
1142,droplet,3m,18m,female,Marrow,nan,monocyte,Tob2,2.6549925804138184,6.335024227155373e-05,2.386079722782597e-05,9.944620251189917e-05,3.0994424559147764e-06
1143,droplet,3m,18m,female,Mammary_Gland,nan,T cell,Cbx3,2.6549603939056396,7.92511273175478e-05,0.0002104086015606299,0.0003097211301792413,8.163989956374851e-14
1144,droplet,3m,18m,female,Mammary_Gland,nan,basal cell,Mrps18b,2.654827833175659,8.887361764209345e-05,3.3476226235507056e-05,0.00010126113193109632,4.636540206529499e-11
1145,droplet,3m,18m,female,Lung,nan,T cell,Rps27,2.654642343521118,0.0016099422937259078,0.004273821134120226,0.0017298138700425625,2.264719890805208e-08
1146,droplet,3m,18m,female,Mammary_Gland,nan,basal cell,Gstt1,2.6543772220611572,4.20326687162742e-05,0.00011157055996591225,0.00019588587747421116,3.701269743273339e-07
1147,droplet,3m,18m,female,Spleen,nan,B cell,Cxcr4,2.653735876083374,2.4950781153165735e-05,6.621278589591384e-05,0.00014505055150948465,7.647706716974731e-41
1148,droplet,3m,18m,female,Marrow,nan,macrophage,Nfkbia,2.6524415016174316,0.0002042117266682908,7.699009438510984e-05,0.0001341442984994501,2.998777319684378e-12
1149,droplet,3m,18m,female,Mammary_Gland,nan,luminal epithelial cell of mammary gland,Jund,2.6520164012908936,0.0018258598865941167,0.004842210561037064,0.002474090550094843,3.659157779896543e-166
1150,droplet,3m,18m,female,Marrow,nan,monocyte,Tln1,2.651616334915161,0.00046405373723246157,0.00017500788089819252,0.00028469596873037517,2.376574866470346e-61
1151,droplet,3m,18m,female,Kidney,nan,kidney loop of Henle thick ascending limb epithelial cell,Rps15a-ps4,2.6511242389678955,0.00011221395834581926,0.00029749315581284463,0.00024603394558653235,1.137875668301163e-09
1152,droplet,3m,18m,female,Marrow,nan,naive T cell,Rpl34-ps1,2.6511037349700928,4.372315379441716e-05,0.00011591461952775717,8.235879795392975e-05,2.1362367226605418e-20
1153,droplet,3m,18m,female,Mammary_Gland,nan,T cell,Vars,2.650172233581543,2.9833345251972787e-05,7.906350947450846e-05,0.00015554320998489857,5.675129151801555e-06
1154,droplet,3m,18m,female,Marrow,nan,promonocyte,Zcchc6,2.648958444595337,5.567086554947309e-05,2.1016132450313307e-05,6.657579797320068e-05,3.2923695485494865e-06
1155,droplet,3m,18m,female,Marrow,nan,macrophage,Atrx,2.648688554763794,0.0001633051288081333,6.165508966660127e-05,8.863450057106093e-05,1.4178806663412054e-16
1156,droplet,3m,18m,female,Mammary_Gland,nan,T cell,Actb,2.647294759750366,0.0035230405628681183,0.009326526895165443,0.012121479958295822,3.8855945619645355e-19
1157,droplet,3m,18m,female,Kidney,nan,epithelial cell of proximal tubule,Dnajc12,2.645068645477295,0.0010619242675602436,0.0004014732257928699,0.00042828384903259575,3.5713859614138867e-16
1158,droplet,3m,18m,female,Spleen,nan,B cell,Hist1h2bc,2.6441965103149414,3.872328670695424e-05,1.464463184674969e-05,0.00012017418339382857,4.974748267532026e-15
1159,droplet,3m,18m,female,Mammary_Gland,nan,luminal epithelial cell of mammary gland,Prelp,2.6419625282287598,2.496677370800171e-05,6.596128514502198e-05,0.00013618603406939656,2.7644690073452408e-09
1160,droplet,3m,18m,female,Marrow,nan,monocyte,Atrx,2.6413660049438477,0.0001208871035487391,4.576688661472872e-05,0.00014107103925198317,4.1472881078947146e-14
1161,droplet,3m,18m,female,Marrow,nan,hematopoietic precursor cell,Atp5k,2.640228748321533,0.0001518543140264228,0.0004009301192127168,0.00029394429293461144,1.5879581599909384e-22
1162,droplet,3m,18m,female,Mammary_Gland,nan,B cell,Jund,2.6392886638641357,0.00126601941883564,0.0033413907513022423,0.0028729236219078302,3.9449465293168955e-22
1163,droplet,3m,18m,female,Spleen,nan,T cell,Sh3bgrl,2.638288974761963,2.8292126444284804e-05,7.464281225111336e-05,0.00015481720038224012,4.342829820999236e-06
1164,droplet,3m,18m,female,Marrow,nan,precursor B cell,Sp140,2.63735294342041,0.000301090331049636,0.00011416383495088667,0.0002411215245956555,2.708028931285631e-12
1165,droplet,3m,18m,female,Marrow,nan,granulocytopoietic cell,Atp5k,2.637251853942871,0.00015985062054824084,0.00042156633571721613,0.00030382355907931924,1.1045154226330004e-97
1166,droplet,3m,18m,female,Spleen,nan,T cell,AW112010,2.6352555751800537,0.0005147014162503183,0.0013563698157668114,0.0014084485592320561,6.996765160111515e-39
1167,droplet,3m,18m,female,Mammary_Gland,nan,basal cell,Grn,2.634107828140259,3.889801519108005e-05,0.0001024615703499876,0.00016135441546794027,5.579301373258671e-10
1168,droplet,3m,18m,female,Mammary_Gland,nan,basal cell,Pink1,2.633873462677002,4.5867600420024246e-05,0.00012080945452908054,0.00018272454326506704,7.362451974551195e-11
1169,droplet,3m,18m,female,Marrow,nan,granulocytopoietic cell,Pxk,2.632997751235962,6.295095226960257e-05,2.39084693021141e-05,0.0001070800208253786,2.3999983555393418e-11
1170,droplet,3m,18m,female,Marrow,nan,monocyte,Baz1b,2.6328582763671875,7.07316939951852e-05,2.6864981919061393e-05,0.00010769531218102202,5.332183068855193e-07
1171,droplet,3m,18m,female,Kidney,nan,kidney proximal convoluted tubule epithelial cell,Rps15a-ps4,2.632672071456909,8.206727943615988e-05,0.00021605624351650476,0.0002003840490942821,4.5867614067123865e-50
1172,droplet,3m,18m,female,Marrow,nan,granulocytopoietic cell,Chd4,2.628391742706299,0.00015129199891816825,5.75606754864566e-05,0.00017227356147486717,7.620089951007977e-30
1173,droplet,3m,18m,female,Marrow,nan,hematopoietic precursor cell,Atrx,2.628044366836548,0.00016818952281028032,6.399797712219879e-05,0.00016343324386980385,1.2841000239111417e-13
1174,droplet,3m,18m,female,Marrow,nan,granulocytopoietic cell,Mll1,2.6264681816101074,6.658233905909583e-05,2.535052044549957e-05,0.00012604663788806647,6.517752563396639e-09
1175,droplet,3m,18m,female,Spleen,nan,T cell,Arap2,2.6260299682617188,3.664203541120514e-05,9.622308425605297e-05,0.0001775296259438619,9.047578629827346e-09
1176,droplet,3m,18m,female,Mammary_Gland,nan,T cell,Tpt1,2.6240363121032715,0.009006899781525135,0.003432460129261017,0.0023700110614299774,0.0
1177,droplet,3m,18m,female,Kidney,nan,lymphocyte,Rps15a-ps4,2.6239724159240723,0.0004024805675726384,0.0010560979135334492,0.00034163612872362137,1.3093654229846225e-11
1178,droplet,3m,18m,female,Spleen,nan,T cell,Lef1,2.6238515377044678,0.00021332201140467077,8.130109927151352e-05,0.000272900506388396,1.5357997978850055e-29
1179,droplet,3m,18m,male,Kidney,nan,kidney proximal convoluted tubule epithelial cell,Slx1b,2.622938632965088,0.00022615843045059592,8.622329914942384e-05,0.00022591168817598373,2.186760781395913e-06
1180,droplet,3m,18m,female,Mammary_Gland,nan,basal cell,Mrpl15,2.6218206882476807,6.564419891219586e-05,2.5037636078195646e-05,9.012968075694516e-05,1.4814731295509843e-06
1181,droplet,3m,18m,female,Mammary_Gland,nan,basal cell,Sgk1,2.621081829071045,0.0002380123478360474,0.0006238498608581722,0.0008798527414910495,1.4612256239119626e-12
1182,droplet,3m,18m,female,Marrow,nan,macrophage,Baz1b,2.6207451820373535,0.00010552557068876922,4.026548413094133e-05,6.82510290062055e-05,7.223057237728087e-10
1183,droplet,3m,18m,female,Mammary_Gland,nan,endothelial cell,Hsp90aa1,2.619586944580078,0.0013359354343265295,0.0005099794361740351,0.0013397288275882602,2.1830471501444935e-14
1184,droplet,3m,18m,female,Mammary_Gland,nan,basal cell,Ctnnbip1,2.6186089515686035,8.706272637937218e-05,3.3247699320781976e-05,0.00010596831270959228,8.669892602699744e-10
1185,droplet,3m,18m,female,Mammary_Gland,nan,T cell,Zfp281,2.6183292865753174,0.0001113680555135943,4.2534014937700704e-05,0.00019796988635789603,3.8376589480311706e-14
1186,droplet,3m,18m,female,Marrow,nan,granulocytopoietic cell,Cd63,2.617971420288086,0.00010671155177988112,0.00027936778496950865,0.00038735149428248405,4.2146038221353116e-22
1187,droplet,3m,18m,female,Marrow,nan,granulocytopoietic cell,Snrnp200,2.6171698570251465,3.8821188354631886e-05,1.4833270142844412e-05,7.846464723115787e-05,1.2616868591994538e-06
1188,droplet,3m,18m,female,Heart_and_Aorta,nan,fibroblast of cardiac tissue,Beta-s,2.6169002056121826,0.0002529470657464117,9.665904508437961e-05,0.00020961031259503216,1.2876012041993595e-16
1189,droplet,3m,18m,female,Kidney,nan,kidney proximal convoluted tubule epithelial cell,Cebpb,2.6166346073150635,4.310331860324368e-05,0.00011278563761152327,0.00015856408572290093,5.017018002402176e-19
1190,droplet,3m,18m,female,Marrow,nan,naive T cell,Scaf11,2.61659836769104,0.00010479024786036462,4.0048274968285114e-05,6.156396557344124e-05,1.7369505441886645e-18
1191,droplet,3m,18m,female,Mammary_Gland,nan,basal cell,Lrp6,2.614683151245117,8.570144564146176e-05,3.27769921568688e-05,0.00011128643382107839,5.0445463380978126e-08
1192,droplet,3m,18m,male,Kidney,nan,lymphocyte,Rpl3,2.6142287254333496,0.0031893267296254635,0.0012199876364320517,0.0014201815938577056,1.0283266667674832e-09
1193,droplet,3m,18m,female,Mammary_Gland,nan,T cell,Pdia3,2.61364483833313,9.047357161762193e-05,0.0002364657848374918,0.00029718686710111797,5.986677529176417e-20
1194,droplet,3m,18m,female,Mammary_Gland,nan,T cell,Stat5b,2.6134555339813232,8.117343531921506e-05,3.1059811590239406e-05,0.00015032988449092954,1.3757015628584667e-12
1195,droplet,3m,18m,female,Spleen,nan,T cell,Serinc3,2.611445665359497,8.237046131398529e-05,0.00021510597434826195,0.00032446044497191906,1.2594820321999758e-15
1196,droplet,3m,18m,female,Kidney,nan,epithelial cell of proximal tubule,Acot13,2.6080689430236816,0.001344167161732912,0.0005153879174031317,0.0005541875143535435,2.208821717805997e-08
1197,droplet,3m,18m,female,Mammary_Gland,nan,stromal cell,Klf2,2.6077704429626465,0.0004451177373994142,0.0011607648339122534,0.0018124949419870973,3.706492010794212e-12
1198,droplet,3m,18m,female,Marrow,nan,promonocyte,Ddx46,2.6001977920532227,0.00010005691001424566,3.848049891530536e-05,8.748813706915826e-05,2.9210857573320206e-14
1199,droplet,3m,18m,male,Kidney,nan,kidney proximal convoluted tubule epithelial cell,Rpl31-ps12,2.599569320678711,0.00023586995666846633,9.073424007510766e-05,0.00022212584735825658,5.721448958888215e-07
1200,droplet,3m,18m,female,Marrow,nan,erythroblast,Rps27,2.5993094444274902,0.0008195617701858282,0.0021302946843206882,0.0010298044653609395,1.0430277423057847e-11
1201,droplet,3m,18m,female,Marrow,nan,granulocyte,Cir1,2.597848892211914,8.549367339583114e-05,3.290941094746813e-05,0.0001590398751432076,6.158889138566768e-06
1202,droplet,3m,18m,female,Spleen,nan,T cell,Slamf6,2.597485065460205,4.112120222998783e-05,0.00010681171261239797,0.00021100070443935692,3.3656127194314863e-07
1203,droplet,3m,18m,female,Marrow,nan,naive T cell,Asap1,2.5973052978515625,9.419168782187626e-05,3.626515899668448e-05,7.096223998814821e-05,2.732777654870139e-11
1204,droplet,3m,18m,female,Marrow,nan,hematopoietic precursor cell,Neat1,2.5972213745117188,0.00024946636403910816,9.605125524103642e-05,0.0002661310136318207,1.5918329562276455e-09
1205,droplet,3m,18m,female,Spleen,nan,T cell,Ndfip1,2.5971179008483887,5.372715531848371e-05,0.00013953575398772955,0.00021094524709042162,4.471317215414728e-14
1206,droplet,3m,18m,female,Marrow,nan,granulocytopoietic cell,Phf3,2.595956563949585,5.929563121753745e-05,2.284153197251726e-05,9.938161383615807e-05,2.6260841338778e-11
1207,droplet,3m,18m,female,Marrow,nan,monocyte,Neat1,2.5947508811950684,0.00044958145008422434,0.00017326574015896767,0.0003084478958044201,2.5548480594062332e-48
1208,droplet,3m,18m,female,Marrow,nan,monocyte,Pak2,2.5933592319488525,0.00011038876255042851,4.2565934563754126e-05,0.0001253800292033702,2.289683810871762e-13
1209,droplet,3m,18m,female,Mammary_Gland,nan,stromal cell,Ube2f,2.591212034225464,9.319509263150394e-05,3.596582973841578e-05,0.00012635855819098651,8.740588638210309e-14
1210,droplet,3m,18m,female,Marrow,nan,granulocytopoietic cell,Chi3l1,2.589073657989502,5.888089435757138e-05,0.0001524469698779285,0.0002484343422111124,9.176173508860328e-16
1211,droplet,3m,18m,female,Mammary_Gland,nan,luminal epithelial cell of mammary gland,1110038B12Rik,2.58890962600708,0.0001273511297767982,4.919102866551839e-05,0.00011555288074305281,7.329909952656341e-33
1212,droplet,3m,18m,male,Kidney,nan,kidney proximal convoluted tubule epithelial cell,Rps15a-ps4,2.587792158126831,0.000168608472449705,0.00043632369488477707,0.00035371456760913134,1.2411501970831858e-07
1213,droplet,3m,18m,female,Marrow,nan,megakaryocyte-erythroid progenitor cell,Top2a,2.586388111114502,0.000281820772215724,0.00010896306048380211,0.00021740264492109418,7.058914839741832e-11
1214,droplet,3m,18m,female,Marrow,nan,monocyte,Top2b,2.5858066082000732,9.00395170901902e-05,3.4820670407498255e-05,0.0001135428756242618,2.3830447232765865e-09
1215,droplet,3m,18m,female,Marrow,nan,granulocyte,Atf4,2.5846610069274902,9.568257519276813e-05,3.7019392038928345e-05,0.00015408743638545275,6.675900830350038e-10
1216,droplet,3m,18m,male,Kidney,nan,kidney cortex artery cell,Rn45s,2.583186388015747,0.0018668981501832604,0.0007227113819681108,0.0008780373027548194,2.352294739205199e-07
1217,droplet,3m,18m,female,Mammary_Gland,nan,basal cell,Ctps,2.5825674533843994,7.680054113734514e-05,2.9738055673078634e-05,9.308761218562722e-05,1.924936703309468e-08
1218,droplet,3m,18m,female,Spleen,nan,T cell,Atp1b1,2.5804975032806396,6.382278661476448e-05,2.47327425313415e-05,0.0001383839116897434,2.33146893004692e-06
1219,droplet,3m,18m,female,Spleen,nan,T cell,Cirbp,2.5791523456573486,6.82307145325467e-05,0.00017597740225028247,0.00024313705216627568,9.372617133973764e-18
1220,droplet,3m,18m,female,Marrow,nan,monocyte,Rps28,2.5772132873535156,0.001955171814188361,0.005038894712924957,0.0013931442517787218,8.950518070344192e-300
1221,droplet,3m,18m,male,Kidney,nan,epithelial cell of proximal tubule,1700016C15Rik,2.574341297149658,7.833629206288606e-05,0.00020166435569990426,0.00020441730157472193,8.151075981610048e-12
1222,droplet,3m,18m,female,Marrow,nan,granulocyte,Chi3l1,2.5735089778900146,0.00021810665202792734,0.0005612994427792728,0.00044947059359401464,6.693532696898394e-49
1223,droplet,3m,18m,female,Spleen,nan,plasma cell,Rbm3,2.573023557662964,0.00020231427333783358,0.0005205593770369887,0.00027120846789330244,1.6227145606632702e-06
1224,droplet,3m,18m,female,Mammary_Gland,nan,basal cell,Gstm1,2.5726499557495117,9.483090252615511e-05,0.0002439667150611058,0.0003296865615993738,6.338621593350689e-10
1225,droplet,3m,18m,female,Mammary_Gland,nan,stromal cell,Lsm12,2.572268486022949,6.681418017251417e-05,2.5974806703743525e-05,0.00010901507630478591,9.303960939961274e-08
1226,droplet,3m,18m,female,Mammary_Gland,nan,basal cell,Gem,2.572222948074341,0.00022804943728260696,0.0005865939892828465,0.0008177527342922986,6.978669450940059e-12
1227,droplet,3m,18m,female,Marrow,nan,promonocyte,Topbp1,2.572054862976074,7.894940790720284e-05,3.06950714730192e-05,8.920607069740072e-05,1.4513092830446454e-07
1228,droplet,3m,18m,female,Marrow,nan,granulocyte,Tax1bp1,2.569972515106201,0.0001896527683129534,7.379564340226352e-05,0.0002239254827145487,2.2728124558454922e-22
1229,droplet,3m,18m,female,Marrow,nan,megakaryocyte-erythroid progenitor cell,Hist1h1e,2.569444417953491,0.00021243309311103076,8.267666271422058e-05,0.00018137709412258118,7.78625168583303e-08
1230,droplet,3m,18m,female,Marrow,nan,promonocyte,Pnrc1,2.5684890747070312,0.00012199243064969778,4.749579602503218e-05,9.666546247899532e-05,3.456939021119835e-17
1231,droplet,3m,18m,female,Marrow,nan,promonocyte,Atp5k,2.567674398422241,0.00022760804858990014,0.0005844233673997223,0.0002701695775613189,5.665319273195278e-85
1232,droplet,3m,18m,female,Mammary_Gland,nan,luminal epithelial cell of mammary gland,Gpx3,2.566976308822632,0.0010386985959485173,0.002666314598172903,0.004212632775306702,1.0581918974364645e-18
1233,droplet,3m,18m,female,Spleen,nan,B cell,0610007N19Rik,2.565986394882202,1.528151005913969e-05,3.921215102309361e-05,0.00011213992547709495,7.577903114535972e-21
1234,droplet,3m,18m,female,Mammary_Gland,nan,basal cell,Sik1,2.565647840499878,5.301359487930313e-05,0.00013601421960629523,0.00020640926959458739,3.578620557865628e-10
1235,droplet,3m,18m,female,Marrow,nan,hematopoietic precursor cell,Rps28,2.5655899047851562,0.0029385683592408895,0.007539161015301943,0.0023930997122079134,1.4029700277468361e-145
1236,droplet,3m,18m,female,Marrow,nan,hematopoietic precursor cell,Eif4ebp1,2.5654947757720947,5.3734718676423654e-05,0.000137856142828241,0.0001583169650984928,5.869892285856868e-07
1237,droplet,3m,18m,female,Marrow,nan,monocyte,Ahnak,2.5654714107513428,0.0007515476318076253,0.00029294719570316374,0.00039295191527344286,3.3415823715730137e-77
1238,droplet,3m,18m,female,Marrow,nan,granulocytopoietic cell,Ddx6,2.5649993419647217,0.00011048174928873777,4.307281778892502e-05,0.0001428629766451195,2.666220996390368e-21
1239,droplet,3m,18m,female,Mammary_Gland,nan,T cell,Pdcd4,2.563904047012329,0.0001165122666861862,0.00029872628510929644,0.0003738298255484551,1.3177814546010577e-19
1240,droplet,3m,18m,female,Marrow,nan,monocyte,Scaf11,2.562845468521118,0.0001166762231150642,4.5526045141741633e-05,0.00013293736265040934,1.6987437979286629e-13
1241,droplet,3m,18m,female,Mammary_Gland,nan,basal cell,Gm9320,2.5612919330596924,0.0001353631669189781,5.2849565690848976e-05,0.00012307996803428978,2.4299695848083573e-17
1242,droplet,3m,18m,female,Mammary_Gland,nan,luminal epithelial cell of mammary gland,Tnfrsf21,2.559511423110962,4.8124064051080495e-05,0.00012317408982198685,0.00018137933511752635,3.5572119502323643e-22
1243,droplet,3m,18m,female,Marrow,nan,granulocytopoietic cell,Scaf11,2.559474468231201,0.00020780120394192636,8.118901314446703e-05,0.00020829796267207712,1.8503510864609613e-38
1244,droplet,3m,18m,female,Marrow,nan,erythroblast,Ngp,2.5587642192840576,0.0003179879277013242,0.0008136561373248696,0.00036848834133706987,1.8471947137363885e-13
1245,droplet,3m,18m,female,Mammary_Gland,nan,basal cell,Arl4c,2.5586493015289307,0.0007016617455519736,0.00027423130813986063,0.0005836625350639224,1.7594396581562524e-29
1246,droplet,3m,18m,female,Marrow,nan,monocyte,Fxr1,2.5577430725097656,6.715115887345746e-05,2.62540652329335e-05,0.00010079539060825482,3.1215535729367037e-06
1247,droplet,3m,18m,female,Mammary_Gland,nan,luminal epithelial cell of mammary gland,Snhg1,2.5566370487213135,0.00016368406068067998,6.402318831533194e-05,0.00016513254377059639,1.3565096343100391e-27
1248,droplet,3m,18m,female,Spleen,nan,T cell,Pou2f2,2.556436538696289,4.0012335375649855e-05,0.00010228899191133678,0.00019852927653118968,2.8995637255206675e-07
1249,droplet,3m,18m,female,Mammary_Gland,nan,basal cell,1110008P14Rik,2.5548059940338135,0.00011480798275442794,4.493804226513021e-05,0.00013064246741123497,1.8944281232312755e-11
1250,droplet,3m,18m,female,Marrow,nan,granulocytopoietic cell,Pola1,2.553037166595459,4.622914275387302e-05,1.8107506548403762e-05,9.357847739011049e-05,1.1652792563815799e-06
1251,droplet,3m,18m,female,Spleen,nan,B cell,Litaf,2.551692247390747,7.408446435874794e-06,1.8904078388004564e-05,7.34678324079141e-05,1.3477700576984809e-06
1252,droplet,3m,18m,female,Spleen,nan,NK cell,Junb,2.550743818283081,0.0005372213199734688,0.0013703139265999198,0.0009117408189922571,4.993608540788852e-08
1253,droplet,3m,18m,female,Mammary_Gland,nan,luminal epithelial cell of mammary gland,Pam,2.5498950481414795,4.753586108563468e-05,0.00012121145118726417,0.0002111973153660074,5.45895565638397e-16
1254,droplet,3m,18m,female,Marrow,nan,naive T cell,Smc1a,2.5492804050445557,0.00015979890304151922,6.268392462516204e-05,8.706121298018843e-05,5.867665985378058e-22
1255,droplet,3m,18m,female,Spleen,nan,T cell,Vmp1,2.549001693725586,3.09189927065745e-05,7.881256169639528e-05,0.00015262009401340038,6.059126167965568e-07
1256,droplet,3m,18m,female,Marrow,nan,granulocytopoietic cell,Eprs,2.5471956729888916,5.804694228572771e-05,2.278856663906481e-05,0.00010251686762785539,5.465572798465176e-10
1257,droplet,3m,18m,female,Spleen,nan,T cell,Rps15a-ps4,2.5464115142822266,0.0005207650829106569,0.0013260821579024196,0.0007270171190612018,1.2152876501046551e-133
1258,droplet,3m,18m,female,Marrow,nan,macrophage,Rhob,2.546198606491089,0.00015536531282123178,6.1018537962809205e-05,0.000127496721688658,5.238128339302227e-06
1259,droplet,3m,18m,female,Mammary_Gland,nan,basal cell,Pim3,2.5450472831726074,4.1263661842094734e-05,0.00010501797078177333,0.00019062234787270427,7.1288363780243775e-06
1260,droplet,3m,18m,female,Marrow,nan,hematopoietic precursor cell,Snhg3,2.542576313018799,6.508134538307786e-05,0.00016547428094781935,0.00018535945855546743,1.0402495707680021e-07
1261,droplet,3m,18m,female,Marrow,nan,promonocyte,Ier5,2.5424182415008545,8.684801287017763e-05,3.415960964048281e-05,9.472904639551416e-05,5.4558101110217165e-08
1262,droplet,3m,18m,female,Marrow,nan,naive T cell,Neat1,2.541767120361328,0.000198647627257742,7.815335266059265e-05,0.00013520187349058688,1.1351345705758745e-14
1263,droplet,3m,18m,female,Marrow,nan,macrophage,Zfp106,2.541688919067383,7.949672726681456e-05,3.127712625428103e-05,5.827545464853756e-05,4.829302749709901e-07
1264,droplet,3m,18m,female,Mammary_Gland,nan,basal cell,Snhg9,2.540863275527954,3.969363388023339e-05,0.00010085609392262995,0.000180058617843315,3.4423160655625394e-06
1265,droplet,3m,18m,female,Spleen,nan,T cell,Cd7,2.538498878479004,7.609017484355718e-05,2.9974473363836296e-05,0.00018143669876735657,5.728361585596697e-06
1266,droplet,3m,18m,female,Marrow,nan,megakaryocyte-erythroid progenitor cell,Atrx,2.538360357284546,0.00011534945224411786,4.5442506234394386e-05,8.936593803809956e-05,7.767139234198427e-08
1267,droplet,3m,18m,male,Kidney,nan,epithelial cell of proximal tubule,Rps15a-ps6,2.538163661956787,0.0001400221517542377,5.516671444638632e-05,0.00014607011689804494,7.807506015394393e-08
1268,droplet,3m,18m,female,Mammary_Gland,nan,stromal cell,Csf1,2.5376007556915283,0.00035134732024744153,0.0001384564966429025,0.0005637633730657399,4.3548622827666434e-13
1269,droplet,3m,18m,female,Marrow,nan,naive T cell,Rps28,2.5367579460144043,0.002476450754329562,0.006282155867666006,0.0013638664968311787,7.663106644766207e-245
1270,droplet,3m,18m,female,Kidney,nan,kidney proximal convoluted tubule epithelial cell,Ly6a,2.5353732109069824,0.0002616152632981539,0.00010318609565729275,0.0003981543704867363,7.153964120583132e-11
1271,droplet,3m,18m,female,Spleen,nan,T cell,Slc3a2,2.5343844890594482,6.766412843717262e-05,0.0001714869140414521,0.00024346492136828601,2.732139309114776e-16
1272,droplet,3m,18m,male,Kidney,nan,fenestrated cell,Oaz1,2.532075881958008,0.0003738658269867301,0.00014765191008336842,0.0002952373179141432,2.6922515478142528e-08
